Level,Title,Page Number,Parent Title,Keywords,Filtered_Keywords
3,7.1.3 The Dining-Philosophers Problem,379,7.1.2 The Readers–Writers Problem,"[('philosophersshareacirculartablesurroundedbyfivechairs', 0.4626), ('shecannotpickupachopstickthat', 0.3559), ('sheputsdownbothchopsticksandstartsthinkingagain', 0.35), ('readmode', 0.3438), ('isconsideredaclassicsynchronization', 0.3426)]",['philosophersshareacirculartablesurroundedbyfivechairs']
2,7.2 Synchronization within the Kernel,381,7.1 Classic Problems of Synchronization,"[('diningphilosophers', 0.4694), ('chopsticks', 0.4521), ('thatoneofthephilosopherswillstarvetodeath', 0.4382), ('weillustratemonitorconceptsbypresentingadeadlock', 0.3687), ('weintroducethefollowingdatastructure', 0.3313)]","['diningphilosophers', 'chopsticks']"
3,7.2.1 Synchronization in Windows,382,7.2 Synchronization within the Kernel,"[('diningphilosophers', 0.4909), ('eating', 0.4168), ('dining', 0.3927), ('hungry', 0.3524), ('thesynchronizationmechanismsavailableinthesesystemsdifferinsubtle', 0.3023)]",['diningphilosophers']
3,7.2.2 Synchronization in Linux,384,7.2.1 Synchronization in Windows,"[('linuxwasanonpreemptivekernel', 0.5306), ('mutexlocksareavailableinlinuxforprotectingcriticalsectionswithinthe', 0.4428), ('onsystemswithasingleprocessingcore', 0.4363), ('asleepstateandisawakenedwhenthelock', 0.4097), ('linux', 0.3977)]",['linuxwasanonpreemptivekernel']
2,7.3 POSIX Synchronization,385,7.2 Synchronization within the Kernel,"[('linux', 0.4263), ('wecovermutexlocks', 0.3808), ('unix', 0.3702), ('currentlyrunninginthekernelisgreaterthan0', 0.3577), ('ormutexlocks', 0.3233)]",[]
3,7.3.1 POSIX Mutex Locks,385,7.3 POSIX Synchronization,"[('linux', 0.4263), ('wecovermutexlocks', 0.3808), ('unix', 0.3702), ('currentlyrunninginthekernelisgreaterthan0', 0.3577), ('ormutexlocks', 0.3233)]",[]
3,7.3.2 POSIX Semaphores,386,7.3.1 POSIX Mutex Locks,"[('thatthesemaphorewillbecreatedifitdoesnotalreadyexist', 0.4786), ('allmutexfunctionsreturnavalueof0withcorrectoperation', 0.4556), ('thefollowingcodeillustratespro', 0.4326), ('linuxsystemsprovidesupportforboth', 0.4124), ('buttheydifferintermsof', 0.3889)]","['thatthesemaphorewillbecreatedifitdoesnotalreadyexist', 'allmutexfunctionsreturnavalueof0withcorrectoperation']"
3,7.3.3 POSIX Condition Variables,388,7.3.2 POSIX Semaphores,"[('conditionvariablesinpthreadsbehavesimilarlytothosedescribedinsection', 0.5823), ('createsandinitializesaconditionvariableaswellasitsassociatedmutexlock', 0.5443), ('recheckedafterbeingsignaled', 0.5255), ('thedataintheconditionalclausefromapossibleracecondition', 0.5004), ('therebyallowinganotherthreadtoaccesstheshareddataand', 0.4953)]","['conditionvariablesinpthreadsbehavesimilarlytothosedescribedinsection', 'createsandinitializesaconditionvariableaswellasitsassociatedmutexlock', 'recheckedafterbeingsignaled', 'thedataintheconditionalclausefromapossibleracecondition', 'therebyallowinganotherthreadtoaccesstheshareddataand']"
2,7.4 Synchronization in Java,389,7.3 POSIX Synchronization,"[('chapterthatusepthreadsmutexlocksandconditionvariables', 0.5106), ('everyobjectinjavahasassociatedwithitasinglelock', 0.4795), ('athreadthatmodifiestheshareddatacaninvokethe', 0.4696), ('callingthemethodrequiresowningthelockfor', 0.4633), ('methodblocksandisplacedinthe', 0.4558)]","['chapterthatusepthreadsmutexlocksandconditionvariables', 'everyobjectinjavahasassociatedwithitasinglelock', 'athreadthatmodifiestheshareddatacaninvokethe', 'callingthemethodrequiresowningthelockfor', 'methodblocksandisplacedinthe']"
3,7.4.1 Java Monitors,389,7.4 Synchronization in Java,"[('chapterthatusepthreadsmutexlocksandconditionvariables', 0.5106), ('everyobjectinjavahasassociatedwithitasinglelock', 0.4795), ('athreadthatmodifiestheshareddatacaninvokethe', 0.4696), ('callingthemethodrequiresowningthelockfor', 0.4633), ('methodblocksandisplacedinthe', 0.4558)]","['chapterthatusepthreadsmutexlocksandconditionvariables', 'everyobjectinjavahasassociatedwithitasinglelock', 'athreadthatmodifiestheshareddatacaninvokethe', 'callingthemethodrequiresowningthelockfor', 'methodblocksandisplacedinthe']"
3,7.4.2 Reentrant Locks,393,7.4.1 Java Monitors,"[('theproducertriestoreacquirethelockandissuccessful', 0.4654), ('perhapsthesimplestlockingmechanismavailableinthe', 0.4406), ('mechanismshavebeenpartof', 0.4305), ('laterrevisionsofthejava', 0.4254), ('theproducerteststhe', 0.4219)]",['theproducertriestoreacquirethelockandissuccessful']
3,7.4.3 Semaphores,394,7.4.2 Reentrant Locks,"[('reentrantreadwritelock', 0.5093), ('replacestheuncheckedexceptionthatoccurred', 0.4911), ('ensurethatthelockisreleasedoncethecriticalsectioncompletesorifanexcep', 0.4652), ('illegalmonitorstateexception', 0.4523), ('asthelockwasneveracquired', 0.4477)]","['reentrantreadwritelock', 'replacestheuncheckedexceptionthatoccurred', 'ensurethatthelockisreleasedoncethecriticalsectioncompletesorifanexcep', 'illegalmonitorstateexception']"
3,7.4.4 Condition Variables,395,7.4.3 Semaphores,"[('javadoesnotprovidesupportfornamed', 0.6092), ('threadtowaitforaspecificconditionor', 0.4922), ('1applyonlytothissingleconditionvariable', 0.4889), ('itreceivesnoinformationastowhyitwasawakened', 0.4741), ('noticethatweplacethecallto', 0.4718)]","['javadoesnotprovidesupportfornamed', 'threadtowaitforaspecificconditionor', '1applyonlytothissingleconditionvariable', 'itreceivesnoinformationastowhyitwasawakened', 'noticethatweplacethecallto']"
2,7.5 Alternative Approaches,397,7.4 Synchronization in Java,"[('thisfunctionwouldbewrittenusingmutexlocks', 0.5238), ('difficulttodesignmultithreadedapplicationsthatarefreefromraceconditions', 0.4979), ('advantageoftransactionalmemorycanbeaddedtoaprogramminglanguage', 0.4835), ('butasthenumberofprocessingcoresincreases', 0.4805), ('operationsthatareatomic', 0.4376)]","['thisfunctionwouldbewrittenusingmutexlocks', 'difficulttodesignmultithreadedapplicationsthatarefreefromraceconditions', 'advantageoftransactionalmemorycanbeaddedtoaprogramminglanguage', 'butasthenumberofprocessingcoresincreases']"
3,7.5.1 Transactional Memory,397,7.5 Alternative Approaches,"[('thisfunctionwouldbewrittenusingmutexlocks', 0.5238), ('difficulttodesignmultithreadedapplicationsthatarefreefromraceconditions', 0.4979), ('advantageoftransactionalmemorycanbeaddedtoaprogramminglanguage', 0.4835), ('butasthenumberofprocessingcoresincreases', 0.4805), ('operationsthatareatomic', 0.4376)]","['thisfunctionwouldbewrittenusingmutexlocks', 'difficulttodesignmultithreadedapplicationsthatarefreefromraceconditions', 'advantageoftransactionalmemorycanbeaddedtoaprogramminglanguage', 'butasthenumberofprocessingcoresincreases']"
3,7.5.2 OpenMP,398,7.5.1 Transactional Memory,"[('transactionalmemoryexclusivelyinsoftware', 0.5224), ('transactionalmemorycanbeimplementedineithersoftwareorhardware', 0.5076), ('byanumberofthreadsequaltothenumberofprocessingcoresinthesystem', 0.4608), ('chiesandcachecoherencyprotocolstomanageandresolveconflictsinvolving', 0.458), ('isidentifiedasaparallelregionandisperformed', 0.4265)]","['transactionalmemoryexclusivelyinsoftware', 'transactionalmemorycanbeimplementedineithersoftwareorhardware', 'byanumberofthreadsequaltothenumberofprocessingcoresinthesystem', 'chiesandcachecoherencyprotocolstomanageandresolveconflictsinvolving']"
3,7.5.3 Functional Programming Languages,399,7.5.2 OpenMP,"[('possibleraceconditionsandadequatelyprotectshareddatausingthecompiler', 0.6294), ('ifmultiplecriticalsectionsmustbeused', 0.5999), ('flowofthealgorithmiscrucialtoitscorrectoperation', 0.5514), ('usedforimplementingalgorithmsthatarestate', 0.5345), ('differencebetweenimper', 0.5279)]","['possibleraceconditionsandadequatelyprotectshareddatausingthecompiler', 'ifmultiplecriticalsectionsmustbeused', 'flowofthealgorithmiscrucialtoitscorrectoperation', 'usedforimplementingalgorithmsthatarestate', 'differencebetweenimper']"
2,7.6 Summary,400,7.5 Alternative Approaches,"[('problemscanbedevelopedusingthetoolspresentedinchapter6', 0.5234), ('tionallanguagesdonotmaintainstateandthereforearegenerallyimmune', 0.4729), ('unlikeprocedurallanguages', 0.4709), ('attentionbecauseofitssupportforconcurrencyandtheeasewithwhichitcan', 0.4471), ('unnamedsemaphorescannotbesharedaseasily', 0.4299)]","['problemscanbedevelopedusingthetoolspresentedinchapter6', 'tionallanguagesdonotmaintainstateandthereforearegenerallyimmune', 'unlikeprocedurallanguages']"
2,Practice Exercises,400,7.6 Summary,"[('problemscanbedevelopedusingthetoolspresentedinchapter6', 0.5234), ('tionallanguagesdonotmaintainstateandthereforearegenerallyimmune', 0.4729), ('unlikeprocedurallanguages', 0.4709), ('attentionbecauseofitssupportforconcurrencyandtheeasewithwhichitcan', 0.4471), ('unnamedsemaphorescannotbesharedaseasily', 0.4299)]","['problemscanbedevelopedusingthetoolspresentedinchapter6', 'tionallanguagesdonotmaintainstateandthereforearegenerallyimmune', 'unlikeprocedurallanguages']"
2,Further Reading,401,Practice Exercises,"[('2windowsprovidesalightweightsynchronizationtoolcalled', 0.4971), ('favoreitherreadersorwriters', 0.3702), ('valisanatomicintegerinalinuxsystem', 0.2969), ('orperhapsorderwaitingthreadsusinga', 0.2958), ('trasttraditionalsynchronization', 0.2922)]",['2windowsprovidesalightweightsynchronizationtoolcalled']
2,Bibliography,401,Further Reading,"[('2windowsprovidesalightweightsynchronizationtoolcalled', 0.4971), ('favoreitherreadersorwriters', 0.3702), ('valisanatomicintegerinalinuxsystem', 0.2969), ('orperhapsorderwaitingthreadsusinga', 0.2958), ('trasttraditionalsynchronization', 0.2922)]",['2windowsprovidesalightweightsynchronizationtoolcalled']
2,Chapter 7 Exercises,403,Bibliography,"[('linux', 0.2877), ('software', 0.1866), ('starvation', 0.1831), ('race', 0.1773), ('reentrantlock', 0.1732)]",[]
2,Programming Problems,404,Chapter 7 Exercises,"[('modifyyoursolutiontoexercise3', 0.4792), ('numberofthreadsthatrequestedandreleasedprocessidentifiers', 0.4591), ('performedthecalculationthatestimatedthevalueof', 0.4544), ('ifwelettheparentthreadaccessthefibonaccinumbersassoonasthey', 0.4392), ('19abarrierisatoolforsynchronizingtheactivityofanumberofthreads', 0.4322)]","['modifyyoursolutiontoexercise3', 'numberofthreadsthatrequestedandreleasedprocessidentifiers', 'performedthecalculationthatestimatedthevalueof']"
2,Programming Projects,405,Programming Problems,"[('eachthreadthenperformssomework', 0.5414), ('threadsawaitnotificationuntil', 0.4694), ('thereturnvalueofeachfunctionisusedtoidentifyerrorconditions', 0.4682), ('posixorjavasynchronizationtoolsdescribedinthis', 0.4629), ('untilonebecomesavailable', 0.4596)]","['eachthreadthenperformssomework', 'threadsawaitnotificationuntil', 'thereturnvalueofeachfunctionisusedtoidentifyerrorconditions', 'posixorjavasynchronizationtoolsdescribedinthis', 'untilonebecomesavailable']"
1,Chapter 8 Deadlocks,415,Chapter 7 Synchronization Examples,"[('deadlockasasituationinwhich', 0.6127), ('deadlockproblems', 0.5961), ('inamultiprogrammingenvironment', 0.5549), ('perhapsthebestillustrationofadeadlockcanbedrawnfromalawpassed', 0.5314), ('severalthreadsmaycompeteforafinite', 0.5298)]","['deadlockasasituationinwhich', 'deadlockproblems', 'inamultiprogrammingenvironment', 'perhapsthebestillustrationofadeadlockcanbedrawnfromalawpassed', 'severalthreadsmaycompeteforafinite']"
2,8.1 System Model,416,Chapter 8 Deadlocks,"[('maynotexceedthetotalnumberofresourcesavailableinthesystem', 0.4406), ('viainterprocesscommu', 0.4042), ('mayuseresourcesfromotherprocesses', 0.4038), ('thenumberofresourcesrequested', 0.399), ('alockistypicallyassociatedwithaspecificdata', 0.3944)]",[]
2,8.2 Deadlock in Multithreaded Applications,417,8.1 System Model,"[('twomutexlocksarecreatedandinitializedinthefollowingcodeexample', 0.644), ('withwhichwearemainlyconcernedhereareresourceacquisitionandrelease', 0.6339), ('asetofthreadsisinadeadlockedstatewheneverythreadinthesetiswait', 0.6152), ('ingforaneventthatcanbecausedonlybyanotherthreadintheset', 0.6109), ('kedwaitingforherrightchopstickto', 0.5333)]","['twomutexlocksarecreatedandinitializedinthefollowingcodeexample', 'withwhichwearemainlyconcernedhereareresourceacquisitionandrelease', 'asetofthreadsisinadeadlockedstatewheneverythreadinthesetiswait', 'ingforaneventthatcanbecausedonlybyanotherthreadintheset', 'kedwaitingforherrightchopstickto']"
3,8.2.1 Livelock,418,8.2 Deadlock in Multithreaded Applications,"[('livelockoccurswhenathreadcontinuouslyattemptsanaction', 0.4911), ('deadlocks', 0.4403), ('deadlock', 0.4109), ('mutexandsecond', 0.3648), ('eventhoughdeadlockispossible', 0.3627)]",['livelockoccurswhenathreadcontinuouslyattemptsanaction']
2,8.3 Deadlock Characterization,419,8.2 Deadlock in Multithreaded Applications,"[('livelocktypicallyoccurswhenthreadsretryfailingoperationsatthesame', 0.5175), ('bereleasedonlyvoluntarilybythethreadholdingit', 0.4981), ('randomperiodoftimebeforeattemptingtotransmit', 0.4625), ('ofwaitingthreadsmustexistsuchthat', 0.4285), ('adeadlocksituationcanariseifthefollowingfourconditionsholdsimultane', 0.4201)]","['livelocktypicallyoccurswhenthreadsretryfailingoperationsatthesame', 'bereleasedonlyvoluntarilybythethreadholdingit', 'randomperiodoftimebeforeattemptingtotransmit']"
3,8.3.1 Necessary Conditions,419,8.3 Deadlock Characterization,"[('livelocktypicallyoccurswhenthreadsretryfailingoperationsatthesame', 0.5175), ('bereleasedonlyvoluntarilybythethreadholdingit', 0.4981), ('randomperiodoftimebeforeattemptingtotransmit', 0.4625), ('ofwaitingthreadsmustexistsuchthat', 0.4285), ('adeadlocksituationcanariseifthefollowingfourconditionsholdsimultane', 0.4201)]","['livelocktypicallyoccurswhenthreadsretryfailingoperationsatthesame', 'bereleasedonlyvoluntarilybythethreadholdingit', 'randomperiodoftimebeforeattemptingtotransmit']"
3,8.3.2 Resource-Allocation Graph,421,8.3.1 Necessary Conditions,"[('deadlockscanbedescribedmorepreciselyintermsofadirectedgraphcalled', 0.6955), ('thethreadnolongerneedsaccesstotheresource', 0.4982), ('deadlocksituationfrom', 0.4644), ('vispartitionedintotwodifferenttypes', 0.4087), ('thread_two', 0.3962)]","['deadlockscanbedescribedmorepreciselyintermsofadirectedgraphcalled', 'thethreadnolongerneedsaccesstotheresource', 'deadlocksituationfrom']"
2,8.4 Methods for Handling Deadlocks,424,8.3 Deadlock Characterization,"[('deadlockstooccur', 0.5271), ('wecanallowthesystemtoenteradeadlockedstate', 0.521), ('toensurethatdeadlocksneveroccur', 0.5164), ('deadlockproblem', 0.514), ('t4mayreleaseitsinstance', 0.4915)]","['deadlockstooccur', 'wecanallowthesystemtoenteradeadlockedstate', 'toensurethatdeadlocksneveroccur', 'deadlockproblem', 't4mayreleaseitsinstance']"
2,8.5 Deadlock Prevention,425,8.4 Methods for Handling Deadlocks,"[('deadlockrecovery', 0.5671), ('andthuscannotbeinvolvedinadeadlock', 0.5614), ('preventtheoccurrenceofadeadlock', 0.5604), ('deadlocksischeaperthantheothera', 0.5578), ('deadlocks', 0.5204)]","['deadlockrecovery', 'andthuscannotbeinvolvedinadeadlock', 'preventtheoccurrenceofadeadlock', 'deadlocksischeaperthantheothera', 'deadlocks']"
3,8.5.1 Mutual Exclusion,425,8.5 Deadlock Prevention,"[('deadlockrecovery', 0.5671), ('andthuscannotbeinvolvedinadeadlock', 0.5614), ('preventtheoccurrenceofadeadlock', 0.5604), ('deadlocksischeaperthantheothera', 0.5578), ('deadlocks', 0.5204)]","['deadlockrecovery', 'andthuscannotbeinvolvedinadeadlock', 'preventtheoccurrenceofadeadlock', 'deadlocksischeaperthantheothera', 'deadlocks']"
3,8.5.2 Hold and Wait,425,8.5.1 Mutual Exclusion,"[('deadlockrecovery', 0.5671), ('andthuscannotbeinvolvedinadeadlock', 0.5614), ('preventtheoccurrenceofadeadlock', 0.5604), ('deadlocksischeaperthantheothera', 0.5578), ('deadlocks', 0.5204)]","['deadlockrecovery', 'andthuscannotbeinvolvedinadeadlock', 'preventtheoccurrenceofadeadlock', 'deadlocksischeaperthantheothera', 'deadlocks']"
3,8.5.3 No Preemption,426,8.5.2 Hold and Wait,"[('starvationispossible', 0.3835), ('impractical', 0.3601), ('deadlockoccurs', 0.3307), ('needsseveralpopularresourcesmay', 0.3068), ('thethreadwillberestartedonlywhenitcanregainitsoldresources', 0.2719)]",[]
3,8.5.4 Circular Wait,426,8.5.3 No Preemption,"[('starvationispossible', 0.3835), ('impractical', 0.3601), ('deadlockoccurs', 0.3307), ('needsseveralpopularresourcesmay', 0.3068), ('thethreadwillberestartedonlywhenitcanregainitsoldresources', 0.2719)]",[]
2,8.6 Deadlock Avoidance,428,8.5 Deadlock Prevention,"[('deadlocks', 0.4686), ('reducedsystemthroughput', 0.4579), ('lock2', 0.4374), ('deadlock', 0.4342), ('avoidancealgorithms', 0.3982)]","['deadlocks', 'reducedsystemthroughput']"
3,8.6.1 Safe State,429,8.6 Deadlock Avoidance,"[('enabledwhilekernelcodeacquiresalockthatisalsousedinaninterrupt', 0.5148), ('linuxprovides', 0.4989), ('usedtoverifylockingorderinthekernel', 0.4701), ('atoolwithrichfunctionalitythatcanbe', 0.4374), ('detectslocksbeingacquiredoutoforder', 0.4306)]","['enabledwhilekernelcodeacquiresalockthatisalsousedinaninterrupt', 'linuxprovides', 'usedtoverifylockingorderinthekernel']"
3,8.6.2 Resource-Allocation-Graph Algorithm,431,8.6.1 Safe State,"[('sincethisactionwillcreateacycleinthegraph', 0.4923), ('ensurethatthesystemwillneverdeadlock', 0.488), ('rjtobeaddedtothegraphonlyifalltheedgesassociatedwiththread', 0.4546), ('allocationsystemwithonlyoneinstanceofeachresource', 0.4383), ('wecanrelaxthisconditionbyallowingaclaimedge', 0.4379)]","['sincethisactionwillcreateacycleinthegraph', 'ensurethatthesystemwillneverdeadlock', 'rjtobeaddedtothegraphonlyifalltheedgesassociatedwiththread']"
3,8.6.3 Banker’s Algorithm,431,8.6.2 Resource-Allocation-Graph Algorithm,"[('sincethisactionwillcreateacycleinthegraph', 0.4923), ('ensurethatthesystemwillneverdeadlock', 0.488), ('rjtobeaddedtothegraphonlyifalltheedgesassociatedwiththread', 0.4546), ('allocationsystemwithonlyoneinstanceofeachresource', 0.4383), ('wecanrelaxthisconditionbyallowingaclaimedge', 0.4379)]","['sincethisactionwillcreateacycleinthegraph', 'ensurethatthesystemwillneverdeadlock', 'rjtobeaddedtothegraphonlyifalltheedgesassociatedwiththread']"
2,8.7 Deadlock Detection,435,8.6 Deadlock Avoidance,"[('detectionalgorithmthatusesavariantoftheresource', 0.3779), ('thenadeadlocksituationmayoccur', 0.3778), ('forgraphimpliesthatthread', 0.3189), ('t4cannotbegranted', 0.308), ('sincetheresourcesarenotavailable', 0.3073)]",[]
3,8.7.1 Single Instance of Each Resource Type,435,8.7 Deadlock Detection,"[('detectionalgorithmthatusesavariantoftheresource', 0.3779), ('thenadeadlocksituationmayoccur', 0.3778), ('forgraphimpliesthatthread', 0.3189), ('t4cannotbegranted', 0.308), ('sincetheresourcesarenotavailable', 0.3073)]",[]
3,8.7.2 Several Instances of a Resource Type,436,8.7.1 Single Instance of Each Resource Type,"[('deadlockexistsinthesystemif', 0.5569), ('r5t3t5', 0.4968), ('t4t2', 0.4919), ('mindicatesthenumberofavailableresources', 0.4647), ('r4', 0.457)]","['deadlockexistsinthesystemif', 'r5t3t5', 't4t2', 'mindicatesthenumberofavailableresources', 'r4']"
3,8.7.3 Detection-Algorithm Usage,438,8.7.2 Several Instances of a Resource Type,"[('thenumberofavailableresourcesisnotsufficient', 0.3698), ('whenshouldweinvokethedetectionalgorithm', 0.3034), ('weclaimthatthesystemisnotinadeadlockedstate', 0.2828), ('weclaimthatthesystemisnowdeadlocked', 0.2779), ('202', 0.2177)]",[]
2,8.8 Recovery from Deadlock,439,8.7 Deadlock Detection,"[('wecanidentifynotonlythedeadlockedsetofthreads', 0.3595), ('resourcegraphmaycontainmanycycles', 0.3488), ('hasoccurredandtolettheoperatordealwiththedeadlockmanually', 0.3373), ('databases', 0.2975), ('adeadlockeventuallycripplessystemthroughputandcauses', 0.2798)]",[]
3,8.8.1 Process and Thread Termination,440,8.8 Recovery from Deadlock,"[('threadstobreakthecircularwait', 0.4879), ('deadlockedprocess', 0.4476), ('apolicydecision', 0.4417), ('inceaftereachprocessisaborted', 0.4171), ('terminatedprocesses', 0.4154)]",['threadstobreakthecircularwait']
3,8.8.2 Resource Preemption,440,8.8.1 Process and Thread Termination,"[('threadstobreakthecircularwait', 0.4879), ('deadlockedprocess', 0.4476), ('apolicydecision', 0.4417), ('inceaftereachprocessisaborted', 0.4171), ('terminatedprocesses', 0.4154)]",['threadstobreakthecircularwait']
2,8.9 Summary,441,8.8 Recovery from Deadlock,"[('waitingforaneventthatcanonlybecausedbyanotherprocessintheset', 0.6333), ('thenumberofresourcesadeadlockedprocessisholdingandtheamount', 0.621), ('ifwepreemptaresourcefromaprocess', 0.5977), ('detectionalgorithmcanevaluateprocessesandresourcesona', 0.5958), ('deadlockscanbemodeledwithresource', 0.5928)]","['waitingforaneventthatcanonlybecausedbyanotherprocessintheset', 'thenumberofresourcesadeadlockedprocessisholdingandtheamount', 'ifwepreemptaresourcefromaprocess', 'detectionalgorithmcanevaluateprocessesandresourcesona', 'deadlockscanbemodeledwithresource']"
2,Practice Exercises,442,8.9 Summary,"[('eachjobisworthabouttwodollars', 0.3372), ('deadlocks', 0.3127), ('orderresourcethatmustberequestedbeforeanyotherresource', 0.3048), ('deadlock', 0.2856), ('t21354', 0.2753)]",[]
2,Further Reading,444,Practice Exercises,"[('askedtoimplementthedeadlock', 0.3798), ('algorithm', 0.343), ('sqldatabase', 0.3111), ('10suppose', 0.2834), ('canyoudosoby', 0.277)]",[]
2,Bibliography,444,Further Reading,"[('askedtoimplementthedeadlock', 0.3798), ('algorithm', 0.343), ('sqldatabase', 0.3111), ('10suppose', 0.2834), ('canyoudosoby', 0.277)]",[]
2,Chapter 8 Exercises,445,Bibliography,"[('trafficdeadlockdepictedinfigure8', 0.6416), ('16theprogramexampleshowninfigure8', 0.6167), ('simpleruleforavoidingdeadlocksinthis', 0.542), ('tributetodeadlockinthisprogram', 0.5314), ('isdeadlockstillpossibleif', 0.5206)]","['trafficdeadlockdepictedinfigure8', '16theprogramexampleshowninfigure8', 'simpleruleforavoidingdeadlocksinthis', 'tributetodeadlockinthisprogram', 'isdeadlockstillpossibleif']"
2,Programming Problems,450,Chapter 8 Exercises,"[('designyourprogramsothatyoucancreateseveralthreadsrepresenting', 0.4623), ('althoughthecodeexamplesthatdescribethisprojectareillustratedinc', 0.4284), ('theassociatedthreadwillsleep', 0.3966), ('rithmdiscussedinsection8', 0.3714), ('customersrequestandreleaseresourcesfrom', 0.3649)]",['designyourprogramsothatyoucancreateseveralthreadsrepresenting']
2,Programming Projects,450,Programming Problems,"[('designyourprogramsothatyoucancreateseveralthreadsrepresenting', 0.4623), ('althoughthecodeexamplesthatdescribethisprojectareillustratedinc', 0.4284), ('theassociatedthreadwillsleep', 0.3966), ('rithmdiscussedinsection8', 0.3714), ('customersrequestandreleaseresourcesfrom', 0.3649)]",['designyourprogramsothatyoucancreateseveralthreadsrepresenting']
0,PART FOUR MEMORY MANAGEMENT,453,PART THREE PROCESS SYNCHRONIZATION,"[('algorithms', 0.4083), ('hardware', 0.3869), ('computer', 0.3838), ('algorithm', 0.3181), ('memory', 0.2808)]",[]
1,Chapter 9 Main Memory,455,PART FOUR MEMORY MANAGEMENT,"[('cpuscheduling', 0.5616), ('memoryconsistsofalargearrayofbytes', 0.5565), ('wemustkeepmanyprocessesinmemory', 0.4938), ('cpufetches', 0.4891), ('wecanimproveboththeutilizationofthe', 0.4721)]","['cpuscheduling', 'memoryconsistsofalargearrayofbytes', 'wemustkeepmanyprocessesinmemory', 'cpufetches', 'wecanimproveboththeutilizationofthe']"
2,9.1 Background,455,Chapter 9 Main Memory,"[('cpuscheduling', 0.5616), ('memoryconsistsofalargearrayofbytes', 0.5565), ('wemustkeepmanyprocessesinmemory', 0.4938), ('cpufetches', 0.4891), ('wecanimproveboththeutilizationofthe', 0.4721)]","['cpuscheduling', 'memoryconsistsofalargearrayofbytes', 'wemustkeepmanyprocessesinmemory', 'cpufetches', 'wecanimproveboththeutilizationofthe']"
3,9.1.1 Basic Hardware,456,9.1 Background,"[('hardwareimplementsthisproductioninseveraldiffer', 0.6343), ('resultsmaybestoredbackinmemory', 0.5084), ('instructionsthattakememoryaddressesasarguments', 0.5025), ('instructioncounter', 0.4976), ('sinceitdoesnothavethedatarequiredtocompletetheinstructionthatit', 0.4859)]","['hardwareimplementsthisproductioninseveraldiffer', 'resultsmaybestoredbackinmemory', 'instructionsthattakememoryaddressesasarguments', 'instructioncounter', 'sinceitdoesnothavethedatarequiredtocompletetheinstructionthatit']"
3,9.1.2 Address Binding,458,9.1.1 Basic Hardware,"[('althoughtheaddressspaceofthecomputermaystartat00000', 0.4646), ('processfromtheregistersintomainmemorybeforeloadingthenextprocess', 0.4546), ('multiprocessingsystemmustexecutecontextswitches', 0.4486), ('auserprogramgoesthroughseveralsteps', 0.4115), ('memorycpuaddress', 0.3921)]","['althoughtheaddressspaceofthecomputermaystartat00000', 'processfromtheregistersintomainmemorybeforeloadingthenextprocess']"
3,9.1.3 Logical Versus Physical Address Space,459,9.1.2 Address Binding,"[('cpuiscommonlyreferredtoasa', 0.6563), ('thenbindingmustbedelayeduntilruntime', 0.6429), ('finalbindingisdelayeduntilloadtime', 0.6357), ('amajorportionofthischapterisdevotedtoshowinghowthesevariousbind', 0.6281), ('ifitisnotknownatcompiletimewheretheprocesswillreside', 0.6179)]","['cpuiscommonlyreferredtoasa', 'thenbindingmustbedelayeduntilruntime', 'finalbindingisdelayeduntilloadtime', 'amajorportionofthischapterisdevotedtoshowinghowthesevariousbind', 'ifitisnotknownatcompiletimewheretheprocesswillreside']"
3,9.1.4 Dynamic Loading,461,9.1.3 Logical Versus Physical Address Space,"[('1434614000relocation', 0.5908), ('processtobeinphysicalmemoryfortheprocesstoexecute', 0.5848), ('conceptofalogicaladdressspacethatisboundtoaseparatephysicaladdress', 0.5755), ('aresystemlibrariesthatarelinkedtouser', 0.5739), ('relocatablelinkingloaderiscalledtoloadthedesiredroutineintomemoryand', 0.561)]","['1434614000relocation', 'processtobeinphysicalmemoryfortheprocesstoexecute', 'conceptofalogicaladdressspacethatisboundtoaseparatephysicaladdress', 'aresystemlibrariesthatarelinkedtouser', 'relocatablelinkingloaderiscalledtoloadthedesiredroutineintomemoryand']"
3,9.1.5 Dynamic Linking and Shared Libraries,461,9.1.4 Dynamic Loading,"[('1434614000relocation', 0.5908), ('processtobeinphysicalmemoryfortheprocesstoexecute', 0.5848), ('conceptofalogicaladdressspacethatisboundtoaseparatephysicaladdress', 0.5755), ('aresystemlibrariesthatarelinkedtouser', 0.5739), ('relocatablelinkingloaderiscalledtoloadthedesiredroutineintomemoryand', 0.561)]","['1434614000relocation', 'processtobeinphysicalmemoryfortheprocesstoexecute', 'conceptofalogicaladdressspacethatisboundtoaseparatephysicaladdress', 'aresystemlibrariesthatarelinkedtouser', 'relocatablelinkingloaderiscalledtoloadthedesiredroutineintomemoryand']"
2,9.2 Contiguous Memory Allocation,462,9.1 Background,"[('checktoseewhethertheneededroutineisinanotherprocess', 0.4277), ('allsuchprogramswouldneedtoberelinkedtogain', 0.4136), ('versionswithminorchangesretainthesameversion', 0.3962), ('librarytothelocationinmemorywhere', 0.39), ('oratleasttheroutinesreferencedbytheprogram', 0.3834)]",[]
